lang,domain,question,correct_answer,llama31_response,llama33_response,wiki_evidence,similarity_score,hallucination_label,llama31_score,llama33_score,llama31_label,llama33_label,llama31_label_v2,llama31_score_v2,llama33_label_v2,llama33_score_v2,llama31_label_v3,llama31_score_v3,llama31_method_v3,llama33_label_v3,llama33_score_v3,llama33_method_v3
Tamil,Science,ஒளியின் வேகம் என்ன?,299792458 metres per second,"299,792,458 மீ/சென்","299,792,458 மீ/நொ","The speed of light in vacuum, often called simply the speed of light and commonly denoted c, is a universal physical constant exactly equal to 299792458 m⋅s−1. It is exact because, by international agreement, a metre is defined as the length of the path travelled by light in vacuum during a time interval of 1⁄299792458 second. The value 299,792,458 metres per second is approximately 1 billion kilometres per hour; 700 million miles per hour. For other approximations of c valid for various units and size scales see the infobox.
All forms of electromagnetic radiation, including visible light, travel in vacuum at the speed c as do massless particles and field perturbations, such as gravitational waves. The speed of light is the same for all observers, no matter their relative velocity. As a result, massless particles and waves travel at c in a vacuum regardless of the motion of the source or the inertial reference frame of the observer. The speed of light is the upper limit for the speed at which information, matter, or energy can travel through space. Particles with nonzero rest mass can be accelerated to approach c but can never reach it, regardless of the frame of reference in which their speed is measured.
For long distances and sensitive measurements, the finite speed of light has noticeable effects. Much starlight viewed on Earth is from the distant past, allowing humans to study the history of the universe by viewing distant objects. When communicating with distant space p",,,0.3966,0.3793,HALLUCINATED,HALLUCINATED,HALLUCINATED,0.3966,HALLUCINATED,0.3793,HALLUCINATED,0.3966,similarity,HALLUCINATED,0.3793,similarity
Tamil,Science,மனித உடலில் எத்தனை எலும்புகள் உள்ளன?,206,206,206,"Year 206 (CCVI) was a common year starting on Wednesday of the Julian calendar. At the time, it was known as the Year of the Consulship of Umbrius and Gavius (or, less frequently, year 959 Ab urbe condita). The denomination 206 for this year has been used since the early medieval period, when the Anno Domini calendar era became the prevalent method in Europe for naming years.",,,0.3779,0.3779,HALLUCINATED,HALLUCINATED,FACTUAL,1.0,FACTUAL,1.0,FACTUAL,1.0,direct_match,FACTUAL,1.0,direct_match
Tamil,Science,தண்ணீர் எந்த வெப்பநிலையில் கொதிக்கும்?,100 degrees Celsius,100 டிகிரி செல்சியஸ்.,100 டிகிரி செல்சியஸ்.,NOT_FOUND:100 degrees Celsius,,,-1.0,-1.0,UNVERIFIABLE,UNVERIFIABLE,FACTUAL,0.95,FACTUAL,0.95,FACTUAL,0.95,numeric_match,FACTUAL,0.95,numeric_match
Tamil,Science,டி.என்.ஏ என்றால் என்ன?,Deoxyribonucleic Acid,டி.என்.ஏ (டிஆக்ஸிரைபோ நியூக்ளிக் அமிலம்) என்பது ஒரு புரதத்தின் வடிவமைப்பு மற,டிஆக்ஸிரிபோ நியூக்ளிக் அமிலம்,"Deoxyribonucleic acid (; DNA) is a polymer composed of two polynucleotide chains that coil around each other to form a double helix. The polymer carries genetic instructions for the development, functioning, growth and reproduction of all known organisms and many viruses. DNA and ribonucleic acid (RNA) are nucleic acids. Alongside proteins, lipids and complex carbohydrates (polysaccharides), nucleic acids are one of the four major types of macromolecules that are essential for all known forms of life.
The two DNA strands are known as polynucleotides as they are composed of simpler monomeric units called nucleotides. Each nucleotide is composed of one of four nitrogen-containing nucleobases (cytosine [C], guanine [G], adenine [A] or thymine [T]), a sugar called deoxyribose, and a phosphate group. The nucleotides are joined to one another in a chain by covalent bonds (known as the phosphodiester linkage) between the sugar of one nucleotide and the phosphate of the next, resulting in an alternating sugar-phosphate backbone. The nitrogenous bases of the two separate polynucleotide strands are bound together, according to base pairing rules (A with T and C with G), with hydrogen bonds to make double-stranded DNA. The complementary nitrogenous bases are divided into two groups, the single-ringed pyrimidines and the double-ringed purines. In DNA, the pyrimidines are thymine and cytosine; the purines are adenine and guanine.
Both strands of double-stranded DNA store the same biologic",,,0.5395,0.3372,UNCERTAIN,HALLUCINATED,UNCERTAIN,0.5395,HALLUCINATED,0.3372,FACTUAL,0.9,translated_match,FACTUAL,0.9,translated_match
Tamil,Constitution,இந்திய அரசியலமைப்பு எப்போது நடைமுறைக்கு வந்தது?,26 January 1950,இந்திய அரசியலமைப்பு 26 ஜனவரி 1950 அன்று நடைமுறைக்கு வந்தது.,"1949 நவம்பர் 26 அன்று இந்திய அரசியலமைப்புச் சபையால் ஏற்றுக்கொள்ளப்பட்டு, 1950 ஜன",NOT_FOUND:26 January 1950,,,-1.0,-1.0,UNVERIFIABLE,UNVERIFIABLE,FACTUAL,0.95,FACTUAL,0.95,FACTUAL,0.95,numeric_match,FACTUAL,0.95,numeric_match
Tamil,Constitution,இந்திய அரசியலமைப்பின் தந்தை யார்?,Dr. B.R. Ambedkar,டாக்டர் பி. ஆர். அம்பேத்கர்,டாக்டர் பி.ஆர்.அம்பேத்கர்.,"Bhimrao Ramji Ambedkar (14 April 1891 – 6 December 1956) was an Indian jurist, economist, social reformer and politician who chaired the committee that drafted the Constitution of India based on the debates of the Constituent Assembly of India and the first draft of Sir Benegal Narsing Rau. Ambedkar served as Law and Justice minister in the first cabinet of Jawaharlal Nehru. He later renounced Hinduism and converted to Buddhism, inspiring the Dalit Buddhist movement. He was also a member of the Simon Commission in British India.
After graduating from Elphinstone College, University of Bombay, Ambedkar studied economics at Columbia University and the London School of Economics, receiving doctorates in 1927 and 1923, respectively, and was among a handful of Indian students to have done so at either institution in the 1920s. During his time at Columbia University, Ambedkar came under the influence of John Dewey and his philosophy of pragmatism.  He also trained in the law at Gray's Inn, London.  In his early career, he was an economist, professor, and lawyer. His later life was marked by his political activities; he became involved in campaigning and negotiations for partition, publishing journals, advocating political rights and social freedom for Dalits, and contributing to the establishment of the state of India. In 1956, he converted to Buddhism, initiating mass conversions of Dalits.
In 1990, the Bharat Ratna, India's highest civilian award, was posthumously conferred on Am",,,0.3852,0.4311,HALLUCINATED,HALLUCINATED,HALLUCINATED,0.3852,HALLUCINATED,0.4311,HALLUCINATED,0.3852,similarity,HALLUCINATED,0.4311,similarity
Tamil,Constitution,இந்தியாவின் தேசிய விலங்கு என்ன?,Bengal Tiger,புலி,புலி.,"The Bengal tiger is a population of the Panthera tigris tigris subspecies. It ranks among the largest of wild cats. It is distributed from India, southern Nepal, Bangladesh, Bhutan to Southwestern China. Its historical range extended to the Indus Basin until the early 19th century, and it is thought to have been present in the Indian subcontinent since the Late Pleistocene about 12,000 to 16,500 years ago. It is threatened by poaching, habitat loss and habitat fragmentation.
As of 2022, the Bengal tiger population was estimated at 3,167–3,682 individuals in India, 316–355 individuals in Nepal, 131 individuals in Bhutan and around 125 individuals in Bangladesh. It is the national animal of India and Bangladesh.",,,0.2921,0.2512,HALLUCINATED,HALLUCINATED,HALLUCINATED,0.2921,HALLUCINATED,0.2512,HALLUCINATED,0.2921,similarity,HALLUCINATED,0.2512,similarity
Tamil,Constitution,இந்தியாவின் தேசிய கீதத்தை எழுதியவர் யார்?,Rabindranath Tagore,பங்கிம் சந்திர சட்டர்ஜி.,ரவீந்திரநாத் தாகூர்,"Rabindranath Tagore  (Bengali: [ɾobind̪ɾonat̪ʰ ʈʰakuɾ] ; 7 May 1861 – 7 August 1941), was a Bengali poet, author, playwright, musician, composer, philosopher, social reformer, painter, and one of the foremost figures of the Bengal Renaissance. In 1913, Tagore became the first Asian to win a Nobel Prize in any category, and also the first lyricist and non-European to win the Nobel Prize in Literature. A significant moulder of culture within Bengal and the Indian subcontinent, he wrote and composed the national anthems of India and Bangladesh.
He reshaped Bengali literature and music as well as Indian art with Contextual Modernism in the late 19th and early 20th centuries. He was the author of the ""profoundly sensitive, fresh and beautiful"" poetry of Gitanjali.  Tagore's poetic songs were viewed as spiritual and mercurial; his elegant prose and magical poetry were widely popular in the Indian subcontinent. He was a fellow of the Royal Asiatic Society. Referred to as ""the Bard of Bengal"", Tagore was known by the sobriquets Gurudeb, Kobiguru, and Bishwokobi.
A Bengali Brahmin from Calcutta with ancestral gentry roots in Jessore and Bardhaman districts, Tagore wrote poetry as an eight-year-old. At the age of sixteen, he released his first substantial poems under the pseudonym Bhānusiṃha (""Sun Lion""), which were seized upon by literary authorities as long-lost classics. By 1877 he graduated to his first short stories and dramas, published under his real name. As a humanist, univers",,,0.0861,0.3457,HALLUCINATED,HALLUCINATED,HALLUCINATED,0.0861,HALLUCINATED,0.3457,HALLUCINATED,0.0861,similarity,FACTUAL,0.9,translated_match
Tamil,Constitution,இந்தியாவின் முதல் குடியரசுத் தலைவர் யார்?,Dr. Rajendra Prasad,டாக்டர் ராஜேந்திர பிரசாத்.,டாக்டர் இராஜேந்திர பிரசாத்.,"Rajendra Prasad (3 December 1884 – 28 February 1963) was an Indian politician, lawyer, journalist and scholar who served as the first president of India from 1950 to 1962 for two terms. He joined the Indian National Congress during the Indian independence movement and became a major leader from the region of Bihar. A supporter of Mahatma Gandhi, Prasad was imprisoned by British authorities during the Salt Satyagraha of 1930 and the Quit India movement of 1942. After the constituent assembly 1946 elections, Prasad served as 1st Minister of Food and Agriculture in the central government from 1947 to 1948. Upon independence in 1947, Prasad was elected as President of the Constituent Assembly of India, which prepared the Constitution of India and which served as its provisional Parliament.
When India became a republic in 1950, Prasad was elected as its first president by the Constituent Assembly. As president, Prasad established a tradition for non-partisanship and independence for the office-bearer and retired from Congress party politics. Although a ceremonial head of state, Prasad encouraged the development of education in India and advised government on several occasions. In 1957, Prasad was re-elected to the presidency, becoming the only president to serve two full terms. Prasad stayed in office for the longest term of around 12 years. Post the completion of his tenure, he quit the Congress and set up new guidelines for parliamentarians which are still followed.",,,0.5165,0.5197,UNCERTAIN,UNCERTAIN,UNCERTAIN,0.5165,UNCERTAIN,0.5197,FACTUAL,0.9,translated_match,FACTUAL,0.9,translated_match
Tamil,Culture,பொங்கல் திருவிழா எந்த மாநிலத்தில் கொண்டாடப்படுகிறது?,Tamil Nadu,தமிழ்நாடு,தமிழ்நாடு,"Tamil Nadu is the southernmost state of India. The tenth largest Indian state by area and the sixth largest by population, it is the home of the Tamils, who speak the Tamil language, the state's official language and the first to be recognised as a classical language in India. Chennai is the state's largest city and capital.
Located on the south-eastern coast of the Indian peninsula, Tamil Nadu is straddled by the Western Ghats and Deccan Plateau in the west, the Eastern Ghats in the north, the Eastern Coastal Plains lining the Bay of Bengal in the east, the Gulf of Mannar and the Palk Strait to the south-east, the Laccadive Sea at the southern cape of the peninsula, with the river Kaveri bisecting the state. Politically, Tamil Nadu is bound by the Indian states of Kerala, Karnataka, and Andhra Pradesh, and encloses a part of the union territory of Puducherry. It shares an international maritime border with the Northern Province of Sri Lanka at Pamban Island.
Archaeological evidence indicates that the Tamil Nadu region could have been inhabited more than 385,000 years ago by archaic humans. The state has more than 5,500 years of continuous cultural history. Historically, the Tamilakam region was inhabited by Tamil-speaking Dravidian people, who were ruled by several regimes over centuries such as the Sangam era triumvirate of the Cheras, Cholas and Pandyas, the Pallavas (3rd–9th century CE), and the later Vijayanagara Empire (14th–17th century CE). European colonisation began",,,0.367,0.367,HALLUCINATED,HALLUCINATED,HALLUCINATED,0.367,HALLUCINATED,0.367,FACTUAL,0.9,translated_match,FACTUAL,0.9,translated_match
Tamil,Culture,தாஜ்மஹால் எந்த நகரில் உள்ளது?,Agra,ஆக்ரா,ஆக்ரா,"Agra (; Hindi: Āgarā, pronounced [ˈaːɡɾaː] ) is a city on the banks of the Yamuna river in the Indian state of Uttar Pradesh, about 230 kilometres (140 mi) south-east of the national capital Delhi and 330 km west of the state capital Lucknow. It is also the part of Braj region. With a population of roughly 1.6 million, Agra is the fourth-most populous city in Uttar Pradesh and twenty-third most populous city in India.
Agra's notable historical period began during Sikandar Khan Lodi's reign, but the golden age of the city began with the Mughals in the early 16th century. Agra was the foremost city of the Indian subcontinent and the capital of the Mughal Empire under Mughal emperors Babur, Humayun, Akbar, Jahangir and Shah Jahan. Under Mughal rule, Agra became a centre for learning, arts, commerce, and religion, and saw the construction of the Agra Fort, Sikandra and Agra's most prized monument, the Taj Mahal, constructed between 1632 and 1648 by Shah Jahan in remembrance of his wife Mumtaz Mahal. With the decline of the Mughal empire in the late 18th century, the city fell first to Marathas and later to the East India Company. After Independence, Agra has developed into an industrial town, with a booming tourism industry, along with footwear, leather and other manufacturing. The Taj Mahal and the Agra Fort are UNESCO World Heritage Sites. The city features mild winters, hot and dry summers and a monsoon season, and is famous for its Mughlai cuisine. Agra is part of the Golden ",,,0.3523,0.3523,HALLUCINATED,HALLUCINATED,HALLUCINATED,0.3523,HALLUCINATED,0.3523,FACTUAL,0.9,translated_match,FACTUAL,0.9,translated_match
Tamil,Culture,பரதநாட்டியம் எந்த மாநிலத்தின் நடனம்?,Tamil Nadu,தமிழ்நாடு,தமிழ்நாடு.,"Tamil Nadu is the southernmost state of India. The tenth largest Indian state by area and the sixth largest by population, it is the home of the Tamils, who speak the Tamil language, the state's official language and the first to be recognised as a classical language in India. Chennai is the state's largest city and capital.
Located on the south-eastern coast of the Indian peninsula, Tamil Nadu is straddled by the Western Ghats and Deccan Plateau in the west, the Eastern Ghats in the north, the Eastern Coastal Plains lining the Bay of Bengal in the east, the Gulf of Mannar and the Palk Strait to the south-east, the Laccadive Sea at the southern cape of the peninsula, with the river Kaveri bisecting the state. Politically, Tamil Nadu is bound by the Indian states of Kerala, Karnataka, and Andhra Pradesh, and encloses a part of the union territory of Puducherry. It shares an international maritime border with the Northern Province of Sri Lanka at Pamban Island.
Archaeological evidence indicates that the Tamil Nadu region could have been inhabited more than 385,000 years ago by archaic humans. The state has more than 5,500 years of continuous cultural history. Historically, the Tamilakam region was inhabited by Tamil-speaking Dravidian people, who were ruled by several regimes over centuries such as the Sangam era triumvirate of the Cheras, Cholas and Pandyas, the Pallavas (3rd–9th century CE), and the later Vijayanagara Empire (14th–17th century CE). European colonisation began",,,0.367,0.3695,HALLUCINATED,HALLUCINATED,HALLUCINATED,0.367,HALLUCINATED,0.3695,FACTUAL,0.9,translated_match,FACTUAL,0.9,translated_match
Tamil,Culture,திருவள்ளுவர் எழுதிய நூல் எது?,Thirukkural,திருக்குறள்,திருக்குறள்,"The Tirukkuṟaḷ (Tamil: திருக்குறள், lit. 'sacred verses'), or shortly the Kural (Tamil: குறள்), is a classic Tamil language text on commoner's morality consisting of 1,330 short couplets, or kurals, of seven words each. The text is divided into three books with aphoristic teachings on virtue (aram), wealth (porul) and love (inbam), respectively. It is widely acknowledged for its universality and secular nature. Its authorship is traditionally attributed to Valluvar, also known in full as Thiruvalluvar. The text has been dated variously from 300 BCE to 5th century CE. The traditional accounts describe it as the last work of the third Sangam, but linguistic analysis suggests a later date of 450 to 500 CE and that it was composed after the Sangam period.
The Kural text is among the earliest systems of Indian epistemology and metaphysics. The work is traditionally praised with epithets and alternative titles, including ""the Tamil Veda"" and ""the Divine Book."" Written on the ideas of ahimsa, it emphasizes non-violence and moral vegetarianism as virtues for an individual. In addition, it highlights virtues such as truthfulness, self-restraint, gratitude, hospitality, kindness, goodness of spouse, duty, giving, and so forth, besides covering a wide range of social and political topics such as king, ministers, taxes, justice, forts, war, greatness of army and soldier's honor, death sentence for the wicked, agriculture, education, and abstinence from alcohol and intoxicants. It also in",,,0.367,0.367,HALLUCINATED,HALLUCINATED,HALLUCINATED,0.367,HALLUCINATED,0.367,FACTUAL,0.9,translated_match,FACTUAL,0.9,translated_match
Tamil,Culture,சென்னையின் பழைய பெயர் என்ன?,Madras,மதராசபட்டினம்.,மதராசு,"Chennai, also known as Madras, is the capital and largest city of Tamil Nadu, the southernmost state of India. It is located on the Coromandel Coast of the Bay of Bengal. As per the 2011 Indian census, Chennai is the sixth-most-populous city in India and forms the fourth-most-populous urban agglomeration. The city is coterminous with Chennai district, which together with the adjoining suburbs constitutes the Chennai Metropolitan Area, one of the largest metropolitan areas of India. It is administered by the Greater Chennai Corporation, which was incorporated in 1688, and is the second oldest municipal corporation in the world after the City of London Corporation. Being the capital of the state, it houses major government institutions including the Tamil Nadu Legislative Assembly, and the Madras High Court.
Archeological evidence points to human settlements in the region during the Stone Age. Historically, from the 1st century CE, the region was part of the Chola, Pallava, Pandya, and Vijayanagara kingdoms during various eras. In 1639 CE, the British East India Company obtained a grant for a strip of coastal land which then contained the fishing village of Madrasapattinam. The British developed the Madras port and built Fort St. George, the first British fortress in India. The British was engaged in conflict with the French for the control of the city in the 18th century. By the late 18th century, the British had conquered most of the region and established the Madras Presiden",,,0.0277,0.034,HALLUCINATED,HALLUCINATED,HALLUCINATED,0.0277,HALLUCINATED,0.034,FACTUAL,0.9,translated_match,FACTUAL,0.9,translated_match
Tamil,Personalities,சுப்ரமண்ய சந்திரசேகர் நோபல் பரிசு எந்த ஆண்டு பெற்றார்?,1983,1983,1983,"1983 (MCMLXXXIII) was a common year starting on Saturday of the Gregorian calendar, the 1983rd year of the Common Era (CE) and Anno Domini (AD) designations, the 983rd  year of the 2nd millennium, the 83rd  year of the 20th century, and the  4th   year of the 1980s decade.  
1983 saw both the official beginning of the Internet and the first mobile cellular telephone call.",,,0.4668,0.4668,HALLUCINATED,HALLUCINATED,FACTUAL,1.0,FACTUAL,1.0,FACTUAL,1.0,direct_match,FACTUAL,1.0,direct_match
Tamil,Personalities,APJ அப்துல் கலாம் எந்த ஆண்டு பிறந்தார்?,1931,"அக்டோபர் 15, 1931",1931,"1931 (MCMXXXI) was a common year starting on Thursday of the Gregorian calendar, the 1931st year of the Common Era (CE) and Anno Domini (AD) designations, the 931st  year of the 2nd millennium, the 31st  year of the 20th century, and the  2nd   year of the 1930s decade.",,,0.4496,0.4909,HALLUCINATED,HALLUCINATED,FACTUAL,1.0,FACTUAL,1.0,FACTUAL,1.0,direct_match,FACTUAL,1.0,direct_match
Tamil,Personalities,இந்தியாவின் முதல் பெண் பிரதமர் யார்?,Indira Gandhi,இந்திரா காந்தி.,இந்திரா காந்தி.,"Indira Priyadarshini Gandhi (née Nehru; 19 November 1917 – 31 October 1984) was an Indian politician who served as the prime minister of India from 1966 to 1977 and again from 1980 until her assassination in 1984. She was India's first and only female prime minister, and a central figure in Indian politics as the leader of the Indian National Congress (INC). She was the daughter of Jawaharlal Nehru, the first prime minister of India, and the mother of Rajiv Gandhi, who succeeded her as prime minister. Her cumulative tenure of 15 years and 350 days makes her the second-longest-serving Indian prime minister after her father.
During her father Jawaharlal Nehru's premiership from 1947 to 1964, Gandhi was his hostess and accompanied him on his numerous foreign trips. In 1959, she played a part in the dissolution of the communist-led Kerala state government as then-president of the Indian National Congress, otherwise a ceremonial position to which she was elected earlier that year. Lal Bahadur Shastri, who had succeeded Nehru as prime minister upon his death in 1964, appointed her minister of information and broadcasting in his government; the same year she was elected to the Rajya Sabha, the upper house of the Indian Parliament. After Shastri's death in January 1966, Gandhi defeated her rival, Morarji Desai, in the INC's parliamentary leadership election to become leader and also succeeded Shastri as prime minister. She was the world's second female prime minister after Sirimavo B",,,0.5049,0.5049,UNCERTAIN,UNCERTAIN,UNCERTAIN,0.5049,UNCERTAIN,0.5049,FACTUAL,0.9,translated_match,FACTUAL,0.9,translated_match
Tamil,Personalities,ரவீந்திரநாத் தாகூர் நோபல் பரிசு எந்த ஆண்டு பெற்றார்?,1913,1913,1913,"1913 (MCMXIII) was a common year starting on Wednesday of the Gregorian calendar and a common year starting on Tuesday of the Julian calendar, the 1913th year of the Common Era (CE) and Anno Domini (AD) designations, the 913th  year of the 2nd millennium, the 13th  year of the 20th century, and the  4th   year of the 1910s decade. As of the start of 1913, the Gregorian calendar was 13 days ahead of the Julian calendar, which remained in localized use until 1923.",,,0.4928,0.4928,HALLUCINATED,HALLUCINATED,FACTUAL,1.0,FACTUAL,1.0,FACTUAL,1.0,direct_match,FACTUAL,1.0,direct_match
Tamil,Personalities,M.S.சுப்புலட்சுமி எந்த துறையில் பிரபலமானவர்?,Carnatic music,வானூர்தி பொறியியல்,இசை,"Carnatic music (known as Karnāṭaka saṃgīta or Karnāṭaka saṅgītam in the Dravidian languages) is a system of music commonly associated with South India, including the modern Indian states of Andhra Pradesh, Karnataka, Kerala, Tamil Nadu and Telangana. 
It is one of two main subgenres of Indian classical music that evolved from ancient Hindu texts and traditions, particularly the Samaveda is cited as a key foundation. (The other genre being the Hindustani classical music.) The main emphasis in Carnatic music is on vocal music; most compositions are written to be sung, and even when played on instruments, they are meant to be performed in gāyaki (singing) style.
Although there are stylistic differences, the basic elements of śruti (the relative musical pitch), svara (the musical sound of a single note), rāga (the mode or melodic formulae), and tala (the rhythmic cycles) form the foundation of improvisation and composition in both Carnatic and Hindustani music. Although improvisation plays an important role, Carnatic music is mainly sung through compositions, especially the kriti (or kirtanam) – a form developed between the 14th and 20th centuries by composers such as Purandara Dasa, and the Trinity of Carnatic music. Carnatic music is also usually taught and learned through compositions. Telugu language predominates in the evolution of Carnatic music. 
Carnatic music is usually performed by a small ensemble of musicians, consisting of a principal performer (usually a vocalist), ",,,0.1697,0.3162,HALLUCINATED,HALLUCINATED,HALLUCINATED,0.1697,HALLUCINATED,0.3162,HALLUCINATED,0.1697,similarity,HALLUCINATED,0.3162,similarity
Kannada,History,ಭಾರತಕ್ಕೆ ಸ್ವಾತಂತ್ರ್ಯ ಯಾವ ವರ್ಷ ಸಿಕ್ಕಿತು?,1947,೧೯೪೭,೧೯೪೭,"1947 (MCMXLVII) was a common year starting on Wednesday of the Gregorian calendar, the 1947th year of the Common Era (CE) and Anno Domini (AD) designations, the 947th  year of the 2nd millennium, the 47th  year of the 20th century, and the  8th   year of the 1940s decade.  
It was the first year of the Cold War, which would last until 1991, ending with the dissolution of the Soviet Union.",,,0.2257,0.2257,HALLUCINATED,HALLUCINATED,HALLUCINATED,0.2257,HALLUCINATED,0.2257,FACTUAL,0.9,translated_match,FACTUAL,0.9,translated_match
Kannada,History,ಭಾರತೀಯ ರಾಷ್ಟ್ರೀಯ ಕಾಂಗ್ರೆಸ್ ಯಾವ ವರ್ಷ ಸ್ಥಾಪನೆಯಾಯಿತು?,1885,೧೮೮೫,೧೮೮೫,"1885 (MDCCCLXXXV) was a common year starting on Thursday of the Gregorian calendar and a common year starting on Tuesday of the Julian calendar, the 1885th year of the Common Era (CE) and Anno Domini (AD) designations, the 885th  year of the 2nd millennium, the 85th  year of the 19th century, and the  6th   year of the 1880s decade. As of the start of 1885, the Gregorian calendar was 12 days ahead of the Julian calendar, which remained in localized use until 1923.",,,0.2783,0.2783,HALLUCINATED,HALLUCINATED,HALLUCINATED,0.2783,HALLUCINATED,0.2783,FACTUAL,0.9,translated_match,FACTUAL,0.9,translated_match
Kannada,History,ಜಲಿಯನ್ವಾಲಾ ಬಾಗ್ ಹತ್ಯಾಕಾಂಡ ಯಾವ ವರ್ಷ ನಡೆಯಿತು?,1919,1919,1919,"1919 (MCMXIX) was a common year starting on Wednesday of the Gregorian calendar and a common year starting on Tuesday of the Julian calendar, the 1919th year of the Common Era (CE) and Anno Domini (AD) designations, the 919th  year of the 2nd millennium, the 19th  year of the 20th century, and the  10th  and last year of the 1910s decade. As of the start of 1919, the Gregorian calendar was 13 days ahead of the Julian calendar, which remained in localized use until 1923.",,,0.4538,0.4538,HALLUCINATED,HALLUCINATED,FACTUAL,1.0,FACTUAL,1.0,FACTUAL,1.0,direct_match,FACTUAL,1.0,direct_match
Kannada,History,ಭಾರತದ ಮೊದಲ ಪ್ರಧಾನಮಂತ್ರಿ ಯಾರು?,Jawaharlal Nehru,ಜವಾಹರಲಾಲ್ ನೆಹರು.,ಜವಾಹರಲಾಲ್ ನೆಹರೂ,"Jawaharlal Nehru (14 November 1889 – 27 May 1964) was an Indian anti-colonial nationalist, secular humanist, social democrat, and statesman who was a central figure in India during the middle of the 20th century. Nehru was a principal leader of the Indian nationalist movement in the 1930s and 1940s. Upon India's independence in 1947, he served as the country's first and the longest serving prime minister for 16 years. Nehru promoted parliamentary democracy, secularism, and science and technology during the 1950s, powerfully influencing India's arc as a modern nation. In international affairs, he steered India clear of the two blocs of the Cold War.  A well-regarded author, he wrote books such as Letters from a Father to His Daughter (1929), An Autobiography (1936) and The Discovery of India (1946), that have been read around the world.
The son of Motilal Nehru, a prominent lawyer and Indian nationalist, Jawaharlal Nehru was educated in England—at Harrow School and Trinity College, Cambridge, and trained in the law at the Inner Temple. He became a barrister, returned to India, enrolled at the Allahabad High Court and gradually became interested in national politics, which eventually became a full-time occupation. He joined the Indian National Congress, rose to become the leader of a progressive faction during the 1920s, and eventually of the Congress, receiving the support of Mahatma Gandhi, who was to designate Nehru as his political heir. As Congress president in 1929, Nehru",,,0.1433,0.3511,HALLUCINATED,HALLUCINATED,HALLUCINATED,0.1433,HALLUCINATED,0.3511,FACTUAL,0.9,translated_match,FACTUAL,0.9,translated_match
Kannada,History,ಮಹಾತ್ಮ ಗಾಂಧಿ ಯಾವ ವರ್ಷ ಜನಿಸಿದರು?,1869,೧೮೬೯,೧೮೬೯,"1869 (MDCCCLXIX) was a common year starting on Friday of the Gregorian calendar and a common year starting on Wednesday of the Julian calendar, the 1869th year of the Common Era (CE) and Anno Domini (AD) designations, the 869th  year of the 2nd millennium, the 69th  year of the 19th century, and the  10th  and last year of the 1860s decade. As of the start of 1869, the Gregorian calendar was 12 days ahead of the Julian calendar, which remained in localized use until 1923.",,,0.1953,0.1953,HALLUCINATED,HALLUCINATED,HALLUCINATED,0.1953,HALLUCINATED,0.1953,FACTUAL,0.9,translated_match,FACTUAL,0.9,translated_match
Kannada,Geography,ಭಾರತದ ರಾಜಧಾನಿ ಯಾವುದು?,New Delhi,ನವದೆಹಲಿ.,ನವದೆಹಲಿ,"New Delhi is the capital city of India and a part of the National Capital Territory of Delhi (NCT). New Delhi is the seat of all three branches of the Government of India, hosting the Rashtrapati Bhavan (Presidential Palace), Sansad Bhavan (Parliament House), and the Supreme Court. New Delhi is a municipality within the NCT, administered by the New Delhi Municipal Council (NDMC), which covers mostly Lutyens' Delhi and a few adjacent areas. The municipal area is part of a larger administrative district, the New Delhi district.
Although colloquially Delhi and New Delhi are used interchangeably to refer to the National Capital Territory of Delhi, both are distinct entities, with the municipality and the New Delhi district forming a relatively small part within the megacity of Delhi. The National Capital Region is an even larger entity, comprising the entire NCT along with adjoining districts in the two neighbouring states forming a continuously built-up area with it, including Ghaziabad, Noida, Greater Noida, Meerut, YEIDA City, Gurgaon, and Faridabad.
The foundation stone of New Delhi, south of central Delhi, was laid by George V during the Delhi Durbar of 1911. It was designed by British architects Edwin Lutyens and Herbert Baker. The new capital was inaugurated on 13 February 1931, by Viceroy and Governor-General Irwin.",,,0.4025,0.4036,HALLUCINATED,HALLUCINATED,HALLUCINATED,0.4025,HALLUCINATED,0.4036,FACTUAL,0.9,translated_match,FACTUAL,0.9,translated_match
